"ID","LIMIT_BAL","SEX","EDUCATION","MARRIAGE","AGE","PAY_0","PAY_2","PAY_3","PAY_4","PAY_5","PAY_6","BILL_AMT1","BILL_AMT2","BILL_AMT3","BILL_AMT4","BILL_AMT5","BILL_AMT6","PAY_AMT1","PAY_AMT2","PAY_AMT3","PAY_AMT4","PAY_AMT5","PAY_AMT6","default"
15706,50000,"1","2","2",35,0,0,0,0,0,0,47872,49768,48635,46476,9150,9868,873589,1684288,896060,621037,426531,528665,"N"
15707,180000,"1","2","1",36,-2,-2,-2,-2,-2,-2,15356,0,0,0,552,2281,0,0,0,621037,426531,528665,"N"
15709,360000,"1","1","1",37,0,0,0,0,0,0,68485,71348,73481,74485,75528,79888,873589,1684288,896060,621037,426531,528665,"N"
15711,270000,"1","1","1",45,1,-1,-1,-1,-1,-1,0,308,642,531,345,0,873589,1684288,896060,621037,0,528665,"N"
15712,150000,"1","1","1",35,-2,-2,-2,-2,-2,-2,5829,809,-49,8023,2192,9167,873589,0,896060,621037,426531,528665,"N"
15714,10000,"1","2","1",41,-2,-2,-2,-2,-2,-2,3312,7236,3963,0,9255,3694,873589,1684288,0,621037,426531,0,"N"
15715,210000,"1","1","1",47,-1,-1,-1,-1,-1,-1,8433,15285,12815,13994,9972,13082,873589,1684288,896060,621037,426531,528665,"N"
15716,270000,"1","1","1",39,-2,-2,-2,-2,-1,-1,10687,0,15391,9162,225653,7482,0,1684288,896060,621037,426531,528665,"N"
15717,50000,"1","2","2",44,0,0,0,0,0,0,15721,15649,35443,7922,8954,10449,873589,1684288,896060,621037,426531,528665,"N"
15718,250000,"1","2","1",34,-1,-1,-1,-1,-1,0,6478,8132,2214,3784,8665,17667,873589,1684288,896060,621037,426531,528665,"N"
15720,280000,"1","2","1",35,0,0,0,0,0,0,202303,102152,104663,107028,87761,88439,873589,1684288,896060,621037,426531,528665,"N"
15721,210000,"1","2","1",35,-1,-1,-2,-2,-1,-1,5790,0,0,0,1201,0,0,0,0,621037,0,0,"N"
15722,360000,"1","1","1",45,1,-1,-1,-2,-2,-2,0,725,0,0,0,0,873589,0,0,0,0,0,"N"
15723,250000,"1","2","1",44,0,0,0,0,0,0,254962,244467,249920,248056,99105,98957,873589,1684288,896060,621037,426531,528665,"N"
15724,170000,"1","5","1",40,0,0,0,0,0,-2,69065,153817,144191,111936,0,0,873589,1684288,896060,0,0,0,"N"
15725,140000,"1","2","2",38,0,0,0,2,0,0,137633,135929,142502,140643,139377,140975,873589,1684288,896060,621037,426531,528665,"N"
15727,20000,"2","2","1",22,2,0,0,0,0,2,14432,15442,16465,17478,18323,17889,873589,1684288,896060,621037,0,528665,"Y"
15729,50000,"2","1","2",21,0,0,0,0,0,0,36823,33132,29680,22370,12713,4148,873589,1684288,896060,0,426531,0,"N"
15731,170000,"1","1","1",51,-1,-1,-1,-1,-1,-1,351,358,366,373,358,351,873589,1684288,896060,621037,426531,528665,"N"
15732,220000,"1","1","1",42,-1,-1,-1,-1,0,-1,2417,235,0,50628,2281,4592,873589,0,896060,0,426531,0,"N"
15733,50000,"2","2","1",30,1,2,0,0,-2,-2,27409,6474,4639,0,0,0,0,1684288,0,0,0,0,"N"
15735,20000,"2","2","1",38,0,0,0,0,0,0,19516,16231,6659,5126,5044,2176,873589,1684288,896060,621037,0,0,"N"
15737,160000,"2","1","1",27,0,0,0,0,0,0,146658,151354,152723,141964,140617,143534,873589,1684288,896060,621037,426531,528665,"N"
15738,4e+05,"2","2","2",27,-1,-1,-1,0,-1,-1,20027,3483,6700,5979,8971,14702,873589,1684288,896060,621037,426531,528665,"N"
15739,140000,"2","2","2",27,0,0,0,0,0,0,134949,137338,138773,137234,128238,110816,873589,1684288,896060,621037,426531,528665,"N"
15740,80000,"2","1","2",27,-1,-1,-1,-1,0,-1,1019,1557,1170,4165,3769,1430,873589,1684288,896060,0,426531,528665,"Y"
15741,140000,"2","2","2",27,2,2,3,2,0,0,137628,146000,142315,138468,131704,123886,873589,0,0,621037,426531,528665,"N"
15742,340000,"2","1","1",27,0,0,-2,-1,-1,-1,307642,0,0,444,473,1520,0,0,896060,621037,426531,528665,"N"
15743,70000,"2","2","2",26,0,0,0,0,0,0,7061,9763,50922,48578,49325,50693,873589,1684288,896060,621037,426531,528665,"N"
15746,90000,"2","2","2",23,0,0,0,0,0,0,23373,23261,23541,28983,27085,21977,873589,1684288,896060,621037,426531,528665,"N"
15747,30000,"2","2","1",23,1,2,0,0,0,-1,28088,27188,24861,25865,20594,1580,0,1684288,896060,621037,426531,0,"N"
15748,1e+05,"2","2","2",22,1,2,0,0,0,0,96495,94038,97509,97675,90600,85297,0,1684288,896060,621037,426531,528665,"N"
15749,20000,"2","2","1",23,1,2,0,0,0,2,16023,16262,17677,18456,19095,15464,873589,1684288,896060,621037,0,528665,"N"
15750,30000,"2","1","2",24,-1,-1,2,-1,-1,-1,749,1481,742,738,745,1436,873589,0,896060,621037,426531,528665,"N"
15751,90000,"2","1","2",23,0,0,0,0,2,0,60383,57832,59490,68357,66835,69257,873589,1684288,896060,0,426531,528665,"N"
15752,20000,"2","1","2",23,2,0,0,0,0,0,17505,18841,15823,19105,19478,20033,873589,1684288,896060,621037,426531,528665,"Y"
15754,80000,"2","1","2",22,0,-1,0,0,0,0,6478,65075,53555,50149,41096,28617,873589,1684288,896060,621037,426531,528665,"N"
15755,2e+05,"2","3","2",25,0,0,0,0,-1,-1,7961,5827,9896,5382,5518,11375,873589,1684288,896060,621037,426531,528665,"N"
15756,60000,"2","3","2",23,0,0,0,0,0,0,60524,60179,58893,47936,28436,29368,873589,1684288,896060,621037,426531,528665,"N"
15757,60000,"2","2","2",22,0,0,0,0,2,2,60440,60934,56577,77505,29001,30280,873589,1684288,896060,0,426531,0,"N"
15758,80000,"2","2","1",22,2,2,2,2,2,-2,79028,81514,83612,152427,0,0,873589,1684288,896060,0,0,0,"Y"
15759,20000,"2","1","3",22,2,0,0,0,0,0,14043,14998,16244,18294,18105,-1890,873589,1684288,896060,0,0,528665,"Y"
15760,130000,"2","2","2",22,2,2,2,2,0,0,29943,27823,21220,15447,25382,4278,873589,1684288,0,621037,426531,528665,"N"
15761,20000,"2","2","2",22,2,0,0,2,3,2,6666,9717,12452,13946,13443,13093,873589,1684288,896060,0,0,528665,"Y"
15762,50000,"2","1","2",23,0,-1,-1,-1,-1,0,2002,291,-698,-686,29136,27176,873589,1684288,896060,621037,426531,528665,"N"
15763,60000,"2","2","1",23,2,2,2,0,0,0,57991,60954,44336,35486,30138,1486,873589,0,896060,621037,426531,528665,"Y"
15765,70000,"2","3","2",24,0,0,0,0,0,0,5665,6684,7708,8885,9570,9762,873589,1684288,896060,621037,426531,528665,"N"
15766,30000,"2","3","2",22,3,2,2,2,2,3,9369,10567,10259,16851,17772,17203,873589,0,896060,621037,0,0,"Y"
15767,10000,"2","1","2",22,1,3,3,2,0,0,6264,6507,6749,6979,6602,7494,873589,1684288,896060,621037,426531,528665,"N"
15769,50000,"2","3","2",23,0,0,0,0,0,0,35197,34412,34269,33952,32977,34588,873589,1684288,896060,621037,426531,528665,"Y"
15770,30000,"2","2","2",24,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"N"
15771,30000,"2","2","2",24,0,0,0,0,0,0,26594,27089,26764,27187,27217,27247,873589,1684288,896060,621037,426531,528665,"Y"
15772,1e+05,"2","3","2",24,0,0,0,0,0,2,54930,55599,56963,57698,62467,60976,873589,1684288,896060,621037,0,528665,"N"
15773,30000,"2","3","2",24,2,2,0,0,2,2,31088,30291,30438,30492,31024,30417,0,1684288,896060,621037,0,528665,"Y"
15774,90000,"2","2","2",24,0,0,0,0,0,0,16013,11445,61914,56416,51100,51750,873589,1684288,896060,621037,426531,528665,"N"
15775,140000,"2","2","2",24,2,2,2,2,2,2,50675,51953,52946,53701,52238,55529,873589,1684288,896060,0,426531,528665,"Y"
15776,50000,"2","2","1",24,0,0,0,-2,-2,-2,25220,25444,0,0,0,0,873589,0,0,0,0,0,"N"
15777,70000,"2","2","2",24,0,0,0,0,-2,-1,64996,58933,42976,0,0,2323,873589,1684288,0,0,426531,528665,"N"
15778,10000,"2","2","2",25,1,2,2,2,0,0,8622,9719,10411,10014,10011,0,873589,1684288,0,0,0,0,"Y"
15779,20000,"2","2","2",24,2,3,2,2,2,2,12792,12298,13301,12795,13832,13467,0,1684288,0,621037,0,528665,"Y"
15782,130000,"2","2","2",24,0,0,0,0,-1,-1,12195,21932,18928,19106,2548,10390,873589,1684288,896060,621037,426531,528665,"N"
15783,80000,"2","2","2",23,0,0,0,0,0,0,77917,79451,79540,72739,42333,43250,873589,1684288,896060,621037,426531,528665,"N"
15784,50000,"2","2","2",23,0,0,0,0,2,0,48435,39600,16953,19353,17672,18235,873589,1684288,896060,0,426531,528665,"N"
15785,50000,"2","1","2",23,2,2,0,0,2,2,50702,46616,46272,46527,45139,45150,0,1684288,896060,621037,426531,528665,"Y"
15788,70000,"2","2","2",26,0,0,0,0,0,0,105349,100826,96817,90965,86017,81287,873589,1684288,896060,621037,426531,528665,"N"
15792,70000,"2","1","2",26,0,0,0,0,0,0,41637,43635,46607,47662,51330,52603,873589,1684288,896060,621037,426531,528665,"N"
15793,30000,"2","2","2",23,0,0,0,2,0,0,10569,11689,13487,14063,14528,16981,873589,1684288,896060,621037,426531,528665,"Y"
15794,60000,"2","2","2",23,0,0,0,0,0,0,46026,44991,20305,20661,20913,21566,873589,1684288,896060,621037,426531,528665,"N"
15797,2e+05,"2","2","2",25,0,0,0,0,0,0,195521,195875,194027,189529,177176,171011,873589,1684288,896060,621037,426531,528665,"N"
15799,50000,"2","2","1",27,1,2,0,0,0,0,52183,51003,49010,38674,18555,18955,0,1684288,896060,621037,426531,528665,"N"
15800,20000,"2","2","2",23,0,0,0,0,2,0,13888,15155,16511,18131,17533,17898,873589,1684288,896060,0,426531,528665,"N"
15801,50000,"2","1","2",23,1,2,0,0,0,0,34452,33593,34648,35669,36488,37309,0,1684288,896060,621037,426531,528665,"N"
15802,90000,"2","2","2",24,0,0,0,0,0,0,35472,17499,26148,10812,12537,15242,873589,1684288,896060,621037,426531,0,"N"
15803,1e+05,"2","2","2",24,2,0,0,0,0,0,177658,94307,96392,97570,86210,92294,873589,1684288,896060,621037,426531,528665,"N"
15804,70000,"2","2","2",24,0,0,0,0,0,0,61114,62504,63903,64754,66701,71263,873589,1684288,896060,621037,426531,0,"N"
15805,90000,"2","2","2",24,0,0,0,0,0,-2,87705,80680,68068,33389,0,0,873589,1684288,896060,0,0,0,"N"
15806,30000,"2","3","1",23,0,0,2,0,0,0,27597,30744,29986,30078,27368,27823,873589,1684288,896060,621037,426531,528665,"Y"
15807,1e+05,"2","1","2",27,0,0,0,0,0,0,81221,82005,83349,62563,63907,65233,873589,1684288,896060,621037,426531,528665,"Y"
15808,280000,"2","2","2",25,0,0,0,0,0,0,196922,176270,174579,174490,172756,126507,873589,1684288,896060,621037,426531,528665,"N"
15809,1e+05,"2","2","2",28,1,2,2,2,0,0,101125,87629,92111,75543,74290,76588,0,1684288,0,621037,426531,0,"Y"
15810,140000,"2","2","1",28,0,0,0,0,0,0,62242,65327,56560,53593,42215,25780,873589,1684288,896060,621037,426531,528665,"N"
15811,10000,"2","1","2",27,2,0,0,2,0,0,6090,7249,9555,9233,9568,9785,873589,1684288,0,621037,426531,528665,"Y"
15812,50000,"2","2","1",28,0,0,0,0,0,0,48228,45613,43709,16687,10055,9863,873589,1684288,896060,621037,426531,528665,"N"
15813,120000,"2","1","2",28,0,0,-2,-2,-1,0,2753,-656,-989,-1648,2555,4190,0,0,0,621037,426531,528665,"Y"
15814,20000,"2","2","1",27,0,0,0,0,-1,-1,10545,8726,7235,6154,854,172,873589,1684288,896060,621037,426531,528665,"Y"
15815,30000,"2","2","1",27,-1,-1,2,-1,0,-1,419,814,429,823,424,419,873589,0,896060,0,426531,528665,"N"
15817,150000,"2","1","2",27,-2,-2,-2,-2,-2,-2,5226,1718,15,4030,2307,1158,873589,0,896060,621037,426531,528665,"N"
15818,180000,"2","2","1",27,0,0,0,0,0,0,114568,116164,120269,124204,125711,128746,873589,1684288,896060,621037,426531,528665,"N"
15819,4e+05,"2","2","2",26,0,0,0,0,0,0,74444,68502,60700,53100,45734,38411,873589,1684288,896060,621037,426531,528665,"N"
15821,30000,"2","1","2",27,2,0,0,0,0,0,23600,24611,25915,26883,26835,27624,873589,1684288,896060,621037,426531,528665,"N"
15823,20000,"2","3","1",26,0,0,0,2,0,0,15315,16763,20669,20032,19642,18572,873589,1684288,0,621037,426531,528665,"Y"
15827,50000,"2","2","2",27,2,2,2,2,2,0,48415,47762,45060,45734,43125,42351,873589,0,896060,0,426531,528665,"Y"
15828,80000,"2","2","2",26,0,0,0,0,0,0,80955,77308,79384,81029,79188,79059,873589,1684288,896060,621037,426531,528665,"Y"
15830,30000,"2","2","1",27,0,0,0,0,0,0,29061,27184,28263,27746,14172,32613,873589,1684288,896060,621037,426531,528665,"N"
15832,50000,"2","1","2",27,1,2,2,-2,-2,-2,4079,3849,0,0,0,0,0,0,0,0,0,0,"Y"
15833,50000,"2","2","2",27,0,0,0,0,0,0,33908,29130,27770,21109,20114,19239,873589,1684288,896060,621037,426531,528665,"N"
15834,5e+05,"2","1","2",28,0,-1,-1,0,0,-2,27300,20065,19581,20095,0,0,873589,1684288,896060,0,0,0,"N"
15835,360000,"2","2","2",27,2,2,-2,-2,-2,-2,2546,0,0,0,0,0,0,0,0,0,0,0,"Y"
15836,60000,"2","1","2",27,1,-1,2,0,0,0,0,3211,2841,3606,3424,4440,873589,0,896060,0,426531,0,"N"
15837,50000,"2","2","2",27,0,0,0,0,0,0,50694,49527,49599,49212,30423,30360,873589,1684288,896060,621037,426531,528665,"N"
15838,130000,"2","1","2",27,0,-1,-1,0,0,0,15771,347,7794,12236,74185,63664,873589,1684288,896060,621037,426531,528665,"N"
15839,360000,"2","2","2",29,0,0,0,0,0,0,58660,56330,55951,52380,61701,42982,873589,1684288,896060,621037,426531,528665,"N"
15840,160000,"2","2","2",27,1,2,0,0,0,0,156551,157234,157873,157560,156155,156704,873589,1684288,896060,621037,426531,528665,"N"
15841,360000,"2","2","1",27,-2,-2,-2,-2,-2,-2,5150,15377,0,0,0,0,873589,0,0,0,0,0,"N"
15842,210000,"2","2","2",28,-2,-2,-2,-2,-2,-2,2334,2333,2853,2332,1463,131260,873589,1684288,896060,621037,426531,528665,"N"
15844,70000,"2","2","2",27,2,2,2,0,0,0,34277,37386,36505,37520,38598,43938,873589,0,896060,621037,426531,528665,"Y"
15845,50000,"2","2","1",25,0,-1,-1,-1,-1,-1,2157,1550,1289,1159,3055,5878,873589,1684288,896060,621037,426531,528665,"N"
15846,80000,"2","2","2",25,-1,-1,0,0,-2,-2,2185,1679,7355,0,0,0,873589,1684288,0,0,0,0,"N"
15847,1e+05,"2","2","2",26,0,-1,0,0,0,0,1782,6708,7802,11337,9818,8308,873589,1684288,896060,621037,0,528665,"Y"
15848,2e+05,"2","2","1",28,0,0,0,0,0,0,197156,198378,96739,67436,60701,60456,873589,1684288,896060,621037,426531,528665,"N"
15849,70000,"2","2","2",28,0,0,0,0,0,0,68477,69218,70655,70768,70365,70674,873589,1684288,896060,621037,426531,528665,"N"
15850,110000,"2","1","1",28,0,0,0,0,0,2,109494,110743,111145,106848,84749,82930,873589,1684288,896060,621037,0,528665,"Y"
15852,50000,"2","1","2",28,1,2,0,0,0,0,43806,44168,4246,4960,5710,1469,873589,1684288,896060,621037,0,528665,"N"
15853,70000,"2","2","2",27,0,0,2,2,0,0,25132,27898,28160,28403,29617,30137,873589,1684288,896060,621037,426531,528665,"N"
15856,150000,"2","2","2",25,2,2,2,2,2,2,114115,116364,118762,115400,121135,123514,873589,1684288,0,621037,426531,0,"Y"
15857,30000,"2","2","2",27,0,0,2,2,2,0,17892,20676,20037,18279,12195,6926,873589,0,896060,0,426531,528665,"N"
15859,50000,"2","2","1",29,0,0,0,0,0,0,48735,98517,50121,49085,17451,17812,873589,1684288,896060,621037,426531,528665,"N"
15860,260000,"2","1","2",29,1,-1,-1,-1,-1,0,0,18476,17253,6131,9207,978,873589,1684288,896060,621037,0,528665,"N"
15861,360000,"2","1","2",29,-1,0,0,0,0,-1,8801,10752,16631,25262,15131,5277,873589,1684288,896060,621037,426531,528665,"N"
15862,30000,"2","2","2",29,2,2,2,0,0,0,13540,16514,15566,16578,16878,18142,873589,0,896060,621037,426531,528665,"Y"
15863,1e+05,"2","2","1",29,0,0,0,2,2,2,73749,75217,82000,84032,84533,80835,873589,1684288,896060,621037,0,528665,"Y"
15864,80000,"2","2","1",29,0,0,2,2,0,0,52573,56390,57083,55152,55400,55946,873589,1684288,0,621037,426531,528665,"N"
15866,4e+05,"2","1","2",28,-1,-1,-1,-1,-1,2,1038,8976,1603,8798,6179,4933,873589,1684288,896060,621037,426531,528665,"N"
15867,240000,"2","1","2",29,-1,2,2,-2,-2,-2,3159,3165,671,678,815,816,873589,1684288,896060,621037,426531,528665,"N"
15868,110000,"2","2","2",30,2,2,2,2,2,0,124223,124695,126214,130553,127130,111446,873589,1684288,896060,0,426531,528665,"Y"
15869,220000,"2","1","2",28,0,0,0,-1,-1,-1,57764,42172,19300,1533,5548,0,873589,1684288,896060,621037,0,0,"N"
15870,2e+05,"2","1","2",28,0,0,0,0,0,0,105060,99651,144929,134522,129398,124570,873589,1684288,896060,621037,426531,528665,"N"
15871,360000,"2","2","2",28,0,0,0,0,0,0,264978,257086,253400,259537,265149,340937,873589,1684288,896060,621037,426531,528665,"N"
15873,110000,"2","1","2",28,0,0,0,0,0,0,107693,82195,74828,63600,62585,58272,873589,1684288,896060,621037,426531,528665,"N"
15874,80000,"2","1","2",29,0,0,0,0,0,0,33963,37353,36612,40598,42689,44583,873589,1684288,896060,621037,426531,528665,"N"
15875,50000,"2","2","2",35,0,0,0,0,0,0,13552,14579,15744,16489,17099,17616,873589,1684288,896060,621037,426531,528665,"N"
15876,1e+05,"2","1","2",22,1,2,0,0,0,0,74024,72246,73885,75454,76611,78734,0,1684288,896060,621037,426531,528665,"Y"
15877,50000,"2","2","2",23,0,0,0,0,0,0,26898,19816,10138,9802,9623,7824,873589,1684288,896060,621037,426531,528665,"N"
15879,80000,"2","3","1",28,0,0,0,0,0,0,63873,65293,66098,58587,43371,44240,873589,1684288,896060,621037,426531,528665,"Y"
15880,90000,"2","1","1",29,0,0,0,0,0,0,45350,31228,29750,27738,20292,14944,873589,1684288,896060,621037,426531,528665,"N"
15881,120000,"2","1","2",27,0,0,0,0,0,0,111029,29220,30262,31284,31887,32548,873589,1684288,896060,621037,426531,528665,"Y"
15882,50000,"2","1","2",25,0,0,0,0,0,0,3621,4473,4520,6212,6235,6246,873589,1684288,896060,0,0,0,"N"
15883,50000,"2","2","2",23,0,0,0,0,0,0,19489,13715,10523,11251,11649,11956,873589,1684288,896060,621037,426531,528665,"N"
15884,90000,"2","2","2",24,0,0,0,0,0,2,10627,10910,11227,10770,10478,9214,873589,1684288,896060,621037,0,528665,"N"
15886,10000,"2","2","1",31,3,2,0,0,0,0,10256,9930,8900,8139,8459,8506,0,1684288,896060,621037,426531,528665,"N"
15888,360000,"2","1","2",27,0,0,0,0,0,0,130646,120058,110788,101654,78730,66688,873589,1684288,896060,621037,426531,528665,"N"
15889,80000,"2","2","1",35,0,0,2,2,2,3,63700,66594,69570,70706,74164,72721,873589,1684288,896060,621037,0,528665,"N"
15890,70000,"2","2","2",27,0,0,0,0,2,0,47979,49690,51068,54214,52728,53912,873589,1684288,896060,0,426531,528665,"N"
15891,30000,"2","1","2",22,2,2,0,0,0,-1,29223,25950,20047,15732,8282,473,0,1684288,896060,621037,426531,0,"Y"
15892,80000,"2","2","2",24,0,0,0,0,0,0,68282,68855,71225,69047,70402,71874,873589,1684288,896060,621037,426531,528665,"N"
15893,80000,"2","2","2",24,-2,-2,-1,-1,-1,-1,1174,844,230,1814,0,1226,873589,1684288,896060,0,426531,0,"N"
15894,150000,"2","1","2",29,0,0,0,0,2,2,110039,47622,26242,17729,17942,17515,873589,1684288,896060,621037,0,528665,"N"
15895,260000,"2","2","2",29,0,0,0,0,0,0,193019,149429,138039,98596,84986,83243,873589,1684288,896060,621037,426531,528665,"N"
15896,20000,"2","2","1",29,0,0,0,2,3,3,14780,16221,17851,20262,20535,19920,873589,1684288,896060,621037,0,528665,"N"
15897,20000,"2","2","2",25,0,0,0,0,0,0,7539,8533,9557,10400,10657,10900,873589,1684288,896060,621037,426531,528665,"Y"
15898,2e+05,"2","2","2",27,1,2,-1,-1,-1,-1,18395,9051,9367,9378,9051,9041,0,1684288,896060,621037,426531,528665,"N"
15899,110000,"2","2","1",25,-1,4,3,2,3,2,96365,93982,91648,96215,95256,97782,0,0,896060,621037,426531,528665,"Y"
15900,160000,"2","1","1",24,-1,-1,0,0,-1,-1,2997,8619,4398,4431,2820,4977,873589,1684288,896060,621037,426531,528665,"N"
15901,20000,"2","2","1",24,0,0,0,0,0,0,17202,18600,19490,20196,20006,0,873589,1684288,896060,0,0,0,"N"
15902,110000,"2","2","2",26,0,0,0,0,0,0,63390,67304,67545,77703,82899,88062,873589,1684288,896060,621037,426531,528665,"Y"
15903,2e+05,"2","1","2",30,-1,-1,2,2,2,2,182960,194903,75601,94406,60854,41214,873589,1684288,896060,0,426531,0,"Y"
15904,50000,"2","3","2",29,2,0,0,0,0,0,48272,48750,26960,27863,28430,29058,873589,1684288,896060,621037,426531,528665,"Y"
15905,340000,"2","2","2",30,0,0,0,0,-1,0,257850,254802,24722,27387,3429,99480,873589,1684288,896060,621037,426531,528665,"N"
15907,180000,"2","2","2",30,0,0,0,0,0,0,148903,135868,138719,130850,121347,123990,873589,1684288,896060,621037,426531,528665,"N"
15908,110000,"2","5","2",32,3,2,0,0,0,0,109676,98154,95413,79431,78035,77730,873589,1684288,896060,621037,426531,528665,"N"
15909,50000,"2","2","1",32,0,0,0,0,0,0,49375,49604,49809,50357,20146,20009,873589,1684288,896060,621037,426531,528665,"N"
15910,50000,"2","3","2",28,1,3,3,2,2,2,40547,42086,41146,40185,42703,43863,873589,0,0,621037,426531,528665,"N"
15911,240000,"2","2","2",29,0,0,0,0,0,0,17486,16253,6027,3745,880,5474,873589,1684288,896060,621037,426531,528665,"N"
15912,2e+05,"2","1","2",29,-2,-2,-2,-2,-2,-2,56572,0,0,3954,16421,-133,0,0,896060,621037,0,528665,"N"
15913,90000,"2","3","1",29,0,0,0,0,0,0,91113,89033,91569,88160,59808,55342,873589,1684288,896060,621037,426531,528665,"N"
15915,3e+05,"2","1","2",30,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"Y"
15917,20000,"2","2","1",30,0,0,0,-1,-1,-2,18382,16452,10456,821,0,0,873589,1684288,896060,0,0,0,"Y"
15918,2e+05,"2","2","2",31,0,0,0,0,0,0,101465,102645,125779,120520,118800,119412,873589,1684288,896060,621037,426531,528665,"N"
15919,130000,"2","1","1",31,0,0,0,0,0,0,128350,131862,127991,129405,127036,126750,873589,1684288,896060,621037,426531,528665,"N"
15920,10000,"2","2","2",27,2,0,0,0,0,0,6707,7555,8351,8690,8874,9059,873589,1684288,896060,621037,426531,0,"N"
15921,210000,"2","1","2",28,0,0,0,0,0,0,74244,74112,59592,51870,44297,38224,873589,1684288,896060,621037,426531,528665,"N"
15923,80000,"2","2","1",29,2,2,2,2,0,0,82099,79467,102902,49075,23989,23308,0,1684288,0,621037,426531,528665,"Y"
15924,410000,"2","1","1",37,0,0,0,0,0,-1,54325,23212,25843,21587,19325,1432,873589,1684288,896060,621037,426531,528665,"N"
15925,60000,"2","2","1",31,0,0,2,2,2,2,37594,40660,39745,42489,41485,45621,873589,0,896060,0,426531,528665,"Y"
15926,30000,"2","2","2",31,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"N"
15927,320000,"2","2","1",32,0,0,0,0,0,0,101187,86871,75022,55608,53789,46379,873589,1684288,896060,621037,426531,528665,"N"
15928,80000,"2","2","1",32,-1,-1,-1,0,0,-1,8606,4011,6889,7702,3344,3077,873589,1684288,896060,621037,426531,0,"N"
15929,210000,"2","2","1",32,0,0,0,0,-1,-1,189359,194670,200046,205236,84945,83951,873589,1684288,896060,621037,426531,528665,"N"
15931,310000,"2","2","1",29,-2,-2,-2,-2,-2,-2,13183,1089,8835,3056,0,0,873589,1684288,896060,0,0,528665,"N"
15933,60000,"2","2","2",26,0,0,0,0,0,0,58164,54047,47488,36615,28231,29010,873589,1684288,896060,621037,426531,528665,"N"
15934,30000,"2","2","2",29,0,0,0,0,0,0,25221,25370,23000,15044,9436,1334,873589,1684288,896060,621037,426531,0,"N"
15935,150000,"2","2","2",25,-1,-1,-1,-1,0,-1,1314,986,1941,4390,15090,495,873589,1684288,896060,621037,426531,0,"N"
15937,130000,"2","2","2",42,0,0,0,-1,-1,-1,49436,47532,94177,21154,958,2233,873589,1684288,896060,621037,426531,528665,"N"
15938,50000,"2","2","2",26,1,2,2,2,2,3,18286,20579,20662,21030,23327,22670,873589,1684288,896060,621037,0,0,"N"
15940,30000,"2","2","1",32,1,3,2,0,0,2,27808,27070,26346,27352,28945,28355,0,0,896060,621037,0,528665,"Y"
15941,250000,"2","3","1",32,-1,-1,-1,-1,-1,-1,881,882,883,883,462,1301,873589,1684288,896060,621037,426531,528665,"N"
15942,110000,"2","2","2",32,3,2,0,0,0,0,108115,103339,103785,79001,76212,76381,0,1684288,896060,621037,426531,528665,"N"
15943,160000,"2","1","2",29,0,0,-1,0,0,0,14057,14265,101527,101508,102902,103955,873589,1684288,896060,621037,426531,528665,"N"
15944,340000,"2","1","2",33,0,0,2,0,0,2,63195,68446,64445,67225,62249,56496,873589,0,896060,621037,0,528665,"N"
15946,230000,"2","2","2",28,0,0,0,0,0,0,65008,56777,58033,59591,59238,61883,873589,1684288,896060,621037,426531,528665,"N"
15947,2e+05,"2","1","1",31,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"N"
15948,30000,"2","2","1",30,3,2,2,6,6,6,2447,2460,2473,2487,2460,2447,0,0,0,0,0,0,"Y"
15949,120000,"2","2","2",30,0,0,0,0,0,0,110697,114441,116985,118236,119165,119726,873589,1684288,896060,621037,426531,528665,"N"
15951,50000,"2","2","1",31,1,3,2,0,0,0,50757,49221,21255,20004,19832,19380,0,1684288,896060,621037,426531,528665,"Y"
15952,20000,"2","3","2",31,0,0,0,0,0,0,5549,3664,4264,3835,3543,3235,873589,1684288,896060,621037,426531,0,"N"
15953,5e+05,"2","2","2",30,0,0,0,0,0,0,98665,73524,84815,72597,69113,64888,873589,1684288,896060,621037,426531,528665,"N"
15954,1e+05,"2","1","2",31,1,-2,-1,-1,0,0,0,-657,844,1605,1563,802,0,1684288,896060,621037,0,528665,"N"
15955,50000,"2","1","2",38,2,2,2,0,0,0,21555,22305,21661,22674,23297,24923,873589,0,896060,621037,426531,0,"Y"
15956,210000,"2","1","2",30,0,0,0,0,0,0,7291,8846,10783,5162,5762,9324,873589,1684288,896060,621037,426531,528665,"N"
15957,50000,"2","2","1",30,0,0,0,-2,-2,-2,50454,51434,0,0,0,0,873589,0,0,0,0,0,"N"
15958,2e+05,"2","3","1",29,2,2,2,2,0,0,128674,131087,132150,128702,131527,143045,873589,1684288,0,621037,426531,528665,"Y"
15959,150000,"2","2","2",27,-1,-1,-1,-1,-1,0,1750,3382,1545,2109,60090,59836,873589,1684288,896060,621037,426531,528665,"N"
15960,50000,"2","2","1",34,2,0,0,2,2,0,62652,59854,65542,62664,57758,55521,873589,1684288,896060,0,426531,528665,"Y"
